,cardId,parameter,cardSubtitle,cardFilter4Tri,cardFilter4Display,cardFilter0Tri,cardFilter1Tri,cardFilter2Tri,cardFilter3Tri,cardFilter5Display,cardSection5Text,cardSection6Text,isNew,cardTitre,cardImage,copyright,cardSection1Text,cardSection2Text,cardInfo1,cardInfo2,cardSection4Text,cardFilter4DisplaySingular,cardFilter1Display,cardFilter2Display,cardFilter3Display,cardFilter5Tri,cardFilter6Display,cardFilter6Tri,cardSection1Title,cardSection3Title,cardSection3Text,cardSection4Title,cardSection5Title,cardSection6Title,cardSection7Title,cardSection7Text,cardTeaserImage
71,72,valentina-velandia,"Cofondatrice de Capacity Zurich, Zurich",f-bienfaiteurs,Bienfaiteurs,,f-moins-40,f-alemanique,f-femme,Finance,,https://ch.linkedin.com/in/valentinasvelandia,is-new,Valentina Velandia,img/2018/valentina_s_velandia.jpg,DR,"Née en Colombie, Valentina S. Velandia a elle-même immigré, d’abord aux Etats-Unis, puis en Suisse. Elle connaît les défis de la langue, avec les autorités et pour la reconnaissance des diplômes universitaires. «Pourquoi une personne qui était médecin ou avocat en Syrie devrait-elle soudainement faire tout autre chose ici?» interroge Valentina S. Velandia. Le potentiel des migrants est «malheureusement souvent sous-estimé» à cause de nombreux préjugés, estime-t-elle.
Avec Capacity, Valentina S. Velandia propose aux personnes issues de l’immigration ou de l’asile un incubateur de start-up avec un programme de mentorat de sept mois. Avec les collaborateurs d’UBS ou d’EY, elles apprennent à créer leur propre entreprise et à développer leur expertise pour en faire un modèle d’affaires. «Les entreprises s’intéressent beaucoup au projet. Les gens veulent transmettre leur savoir», s’enthousiasme Valentina S. Velandia. Chez Capacity, il ne s’agit pas que de coaching, mais aussi de collaboration avec les autorités, de reconnaissance de diplômes ou d’inscription d’une entreprise au Registre du commerce.
Comme consultante en communication, Valentina S. Velandia s’occupe principalement du thème de la diversité. Par exemple, elle a conseillé la start-up Think Yellow qui, avec la Bâloise et Julius Baer, s’est spécialisée dans le Gender Lens Investing.",,"Cofondatrice de Capacity Zurich, Zurich",31 ans,,bienfaiteurs,,,,,,,,,,,,,,,img/2018/teaser/valentina_s_velandia.jpg
72,73,marcel-salathe,"Laboratoire d’épidémiologie digitale, EPFL",f-chercheurs,Chercheurs,,f-plus-40,f-romand,f-homme,Recherche, https://www.letemps.ch/economie/marcel-salathe-machine-learning-ne-concerne-quapple-google,https://www.linkedin.com/in/salathe/,is-new,Marcel Salathé,img/2018/marcel_salathe.jpg,DR,"Ça fonctionne généralement ainsi: les entrepreneurs et les universitaires créent des entreprises basées sur des produits issus de la recherche. Avec Marcel Salathé, c’était différent. Flu Trends, l’outil de détection précoce de la grippe de Google, a poussé le biologiste doté de connaissances en programmation à entrer dans un nouveau domaine de recherche académique: l’épidémiologie digitale.
Même si Google a arrêté le projet, le Bâlois Marcel Salathé reste fasciné par l’idée que les algorithmes prennent de meilleures décisions que les êtres humains. Ça lui a inspiré le PlantVillage, un logiciel détectant les maladies des plantes. Développée avec un collègue au temps où il était professeur assistant à la Penn State University en Pennsylvanie, l’application gratuite vise principalement à aider les paysans de pays pauvres, où les mauvaises récoltes peuvent avoir des conséquences vitales.
Entre-temps, Google a rejoint le projet. Après huit ans aux Etats-Unis, Salathé est rentré en Suisse en 2015, où il a créé le Laboratoire d’épidémiologie digitale à l’EPFL, et lancé l’EPFL Extension School, un programme de formation continue en ligne sur la numérisation pour le grand public. Comme il le dit lui-même, son dernier né est la plateforme d’intelligence artificielle «très abstraite» CrowdAI, qui réunit des projets de big data et des experts en IA. Jusqu’en 2007, Marcel Salathé était également actif artistiquement: comme claviériste du groupe pop bâlois Phébus, il a accompagné Lenny Kravitz au Hallenstadion de Zurich en 2002.",,"Laboratoire d’épidémiologie digitale, EPFL",42 ans,«Marcel Salathé: «Le machine learning ne concerne pas qu'Apple ou Google»» ,chercheurs,,,,,,,,,,,,,,,img/2018/teaser/marcel_salathe.jpg
73,74,toni-schneider,"Partenaire de True Ventures, San Francisco",f-facilitateurs,Facilitateurs,,f-plus-40,f-f-expat,f-homme,Services informatiques,,https://www.linkedin.com/in/toni-schneider-b1534333/,is-new,Toni Schneider,img/2018/toni_schneider.jpg,Frederic Neema/Laif,"Pour les Suisses de la Silicon Valley, Toni Schneider est un vétéran: en 1989 déjà, il déménage de Meilen (ZH) pour étudier l’informatique en Californie. Il n’est plus rentré au pays: il a fondé deux start-up avec un succès mitigé (une en faillite, deux vendues), travaillé chez Yahoo! puis comme CEO chez Automattic, et développé le logiciel Wordpress, gestionnaire mondial de la majorité des blogs. Mais, à 48 ans, c’est surtout dans le capital-risque que Toni Schneider a du succès.
True Ventures (20 employés, 8 partenaires) a investi dans 300 start-up, dont près de la moitié encore en portefeuille. «Nous avons réalisé quelques coups ces douze derniers mois», affirme Toni Schneider. Duo Security, par exemple, a été reprise par Cisco pour un montant en milliards. Domiciliée dans le Michigan, l’entreprise a été «l’un des premiers exemples qu’il n’est pas nécessaire de déménager dans la Silicon Valley pour lancer une start-up technologique; depuis, c’est devenu une tendance», dit Toni Schneider.
Dès le départ, True Ventures avait également une participation dans la chaîne de cafés Blue Bottle, rachetée par Nestlé l’an dernier, exceptionnellement sans investissement technologique. Dans le portefeuille, Pelleton – évaluée à 4,5 milliards – qui relie les home-trainers des adeptes de fitness du monde entier, est actuellement porteuse d’espoir. Toni Schneider est également impliqué dans une start-up suisse: Piavita, qui fabrique des appareils de mesure sans fil pour les vétérinaires.",,"Partenaire de True Ventures, San Francisco",48 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/toni_schneider.jpg
74,75,philomena-schwab,"Fondatrice du Game Studio Stray Fawn, Zurich",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-alemanique,f-femme,Services informatiques,,https://www.linkedin.com/in/philomena-schwab-56239848/,not-new,Philomena Schwab,img/2018/philomena_schwab.jpg,DR,"Philomena Schwab cumule tous les clichés de la créatrice de jeux vidéo: elle aime lire des bandes dessinées, adore les mangas et apprend le japonais. Mais c’est à son studio de jeu Stray Fawn, fondé avec Micha Stettler en 2016, qu’elle consacre son temps. Le premier jeu, Niche, s’est déjà vendu à 80 000 exemplaires. Et le dernier jeu, Nimbatus, a déjà reçu l’un des huit prix Best in Play lors de la Game Developers Conference GDC à San Francisco. Pas étonnant donc que le magazine américain Forbes ait placé la conceptrice de jeux, qui a étudié à Schwamendingen (ZH), sur la liste 2017 des 30 techniciens les plus influents de moins de 30 ans.",,"Fondatrice du Game Studio Stray Fawn, Zurich",28 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/philomena_schwab.jpg
75,76,florian-schweitzer,"Partenaire de Btov Partners, Saint-Gall",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Finance, https://www.letemps.ch/economie/plus-100-millions-deuros-prets-injectes-startup,https://www.linkedin.com/in/florianschweitzer/,not-new,Florian Schweitzer,img/2018/florian_schweitzer.jpg,DR,"Florian Schweitzer peut bien être content: «Les nouveaux contrats affluent et nous récoltons maintenant ce que nous semons depuis dix-huit ans.» C’est le temps passé en affaires chez Btov (Brains to Venture) Partners. Btov a des périodes de détention exceptionnellement longues pour un investisseur de départ: en 2010 par exemple, c’était l’un des premiers investisseurs du service de comparaison en ligne Finanzcheck.de, récemment racheté par le groupe Scout. Btov Partners (qui en détenait 16%) a décuplé ses investissements. Mais le moment fort de l’année été le lancement de la plateforme de traduction Deepl en Suisse: «En quelques mois à peine, elle a enregistré 2,5 millions d’utilisateurs récurrents, et cela uniquement grâce au bouche à oreille», dit-il. Ici aussi, Florian Schweitzer fait preuve d’une grande longévité: il a signé l’investissement il y a neuf ans.
Btov gère actuellement un total de 375 millions d’euros de fonds, contre seulement 60 millions il y a six ans. «Cette année pour la première fois, nous reverserons plus que nous investirons», explique Florian Schweitzer, bien que deux nouveaux fonds viennent d’être fermés. Btov compte aujourd’hui 5 fonds, 9 partenaires et 25 employés, en alimentant un réseau d’environ 80 investisseurs.",,"Partenaire de Btov Partners, Saint-Gall",44 ans,«Plus de 100 millions d’euros prêts à être injectés dans des start-up» ,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/florian_schweitzer.jpg
76,77,dorian-selz,"Fondateur de Namics, Memonic, Squirro",f-entrepreneurs,Entrepreneurs,,f-plus-40,f-alemanique,f-homme,Finance,,https://www.linkedin.com/in/dselz/,not-new,Dorian Selz,img/2018/dorian_selz.jpg,Samuel Trümpy,"«En Suisse, fondateur en série n’est jamais une distinction honorifique, affirme Dorian Selz. Ici, il y a encore beaucoup de scepticisme vis-à-vis de la nouveauté.» Dorian Selz est bien placé pour le savoir: fondée en 2012, Squirro est déjà sa troisième start-up, et depuis il s’est également engagé comme CEO et assistant de développement de la filiale local.ch de Swisscom. A ce jour, Squirro est l’entreprise qui réussit le mieux: le fournisseur de solutions en matière de context intelligence et d’insights compte actuellement 35 employés à Zurich, New York, San Francisco, Londres et Munich, et devrait devenir rentable l’an prochain.
Une ronde de financement de plus de 10 millions de dollars, à laquelle Salesforce Ventures a participé, a permis cette année une extension en Asie: «C’est une profession de foi qui a renforcé la confiance que nous accordent les entreprises. Cinq gros clients ont été immédiatement conquis, dont les trois plus grandes banques hors de Chine. La vitesse d’adaptation est tout simplement beaucoup plus rapide à l’étranger», explique Dorian Selz, 47 ans. La mise à l’échelle restera le thème dominant ces douze prochains mois: «Je dois atteindre une taille critique, c’est le point décisif.»",,"Fondateur de Namics, Memonic, Squirro",47 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/dorian_selz.jpg
77,78,michael-sidler,"Cofondateur associé de Redalpine, Zurich",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Finance,,https://www.linkedin.com/in/sidler/,not-new,Michael Sidler,img/2018/michael_sidler.jpg,Alex Buschor,"Ces cinq dernières années, l’investisseur Redalpine pour sociétés en phase initiale a investi environ 10 millions de francs suisses dans des start-up et détient actuellement des participations dans plus de trente d’entre elles. Le rendement annuel moyen dépasse 20%. L’engagement dépend surtout de l’équipe fondatrice: «Deux, trois personnes doivent être capables de répondre aux défis et aux clients potentiels. Ce n’est souvent pas immédiatement apparent et cela prend parfois du temps», explique le cofondateur Michael Sidler. Le docteur en biologie moléculaire est membre de divers conseils d’administration et est également impliqué en privé dans dix start-up.",,"Cofondateur associé de Redalpine, Zurich",50 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/michael_sidler.jpg
78,79,roland-siegwart,"Laboratoire de systèmes autonomes, EPF Zurich",f-chercheurs,Chercheurs,,f-plus-40,f-alemanique,f-homme,Recherche,,https://www.linkedin.com/in/roland-siegwart-85466912/,not-new,Roland Siegwart,img/2018/roland_siegwart.jpg,Oliver Nanzig,"Lorsqu’il s’agit de robots, il est la rafraîchissante voix de la raison. Roland Siegwart a formé des dizaines de jeunes talents qui ont repris Google, Apple et Facebook avec les honneurs de l’EPFZ. Parallèlement, le Schwytzois a lancé plusieurs collaborations entre la fameuse haute école et les géants technologiques. Sans lui, les entreprises de la Silicon Valley auraient probablement choisi un autre site que Zurich pour leurs recherches en robotique. Roland Siegwart a à chaque fois été présent lorsque les machines effectuaient leurs premiers mouvements complexes, s’envolaient dans les airs ou apprenaient à s’orienter dans l'espace.",,"Laboratoire de systèmes autonomes, EPF Zurich",59 ans,,chercheurs,,,,,,,,,,,,,,,img/2018/teaser/roland_siegwart.jpg
79,80,christian-simm,Fondateur de Swissnex San Francisco et CEO de Swissnex Boston,f-facilitateurs,Facilitateurs,,f-plus-40,f-f-expat,f-homme,Recherche, https://www.letemps.ch/economie/swissnex-change-directeurs,https://www.linkedin.com/in/christiansimm/,is-new,Christian Simm,img/2018/christian_simm.jpg,DR,"L’objectif de Christian Simm est clair: la Suisse doit continuer à faire partie des pays les plus innovants du monde, notamment grâce au réseau international. C’est dans ce but qu’en 2003 le Lausannois a créé Swissnex San Francisco, un réseau dans lequel des personnes de différentes branches et pays échangent leur savoir, collaborent et inventent des idées d’avenir. «Nous devons être proches du cœur de l’innovation, nous sommes donc en contact étroit avec des inventeurs et des chercheurs, et découvrons ainsi les tendances américaines également pertinentes en Suisse», affirme Christian Simm. Avec son savoir, Swissnex aide des entreprises suisses comme Nestlé, Givaudan ou SRG SSR à négocier leur virage numérique et soutient des start-up qui veulent conquérir le marché américain. Swissnex a par exemple soutenu la création de la licorne suisse MindMaze. Plus de 50 employés travaillent sur les cinq sites de Swissnex à San Francisco, Boston, Singapour, Shanghai et Bangalore. Environ un tiers du financement de base provient du Secrétariat d’Etat à la formation, à la recherche et à l’innovation, le reste étant généré par Swissnex.",,Fondateur de Swissnex San Francisco et CEO de Swissnex Boston,59 ans,«Swissnex change tous ses directeurs» ,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/christian_simm.jpg
80,81,philipp-stauffer,"Cofondateur et directeur associé de Fyrfly Venture Partners, Silicon Valley",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Services informatiques,,https://www.linkedin.com/in/philippstauffer/,is-new,Philipp Stauffer,img/2018/philippe_stauffer.jpg,Anja Wurm,"Depuis plus de quinze ans, Philipp Stauffer et sa partenaire Julie Allegro investissent dans des start-up technologiques. La liste est longue: Playspan, Angellist, Switchfly, Beekeeper, Altoida ou Philz Coffee, pour n’en citer que quelques-uns. Le fonds Fyrfly Venture Partners vient de commencer à lancer des rondes d’investissement. Il s’agit typiquement d’investisseurs providentiels: «Après la ronde des amis et de la famille, nous sommes généralement les premiers à investir dans ces entreprises», explique Philipp Stauffer. Il a des clients dans plus de 143 pays.
Le bailleur de fonds actuel a lui-même créé des entreprises et sait à quel point la tâche est difficile. Philipp Stauffer a été partenaire chez Accenture et cofondateur d’Accenture Interactive, qui soutient notamment les entreprises dans le développement de stratégies marketing et la conception des services. Son expérience lui permet de découvrir et d’accompagner les start-up à fort potentiel. «Nous recherchons des entrepreneurs ayant une mission et la motivation pour résoudre des problèmes majeurs dans un environnement global», explique l’homme de 47 ans.
L’argent provient de family offices, d’entreprises ou de fonds. Mais Philipp Stauffer investit aussi personnellement. «Nous montrons ainsi aux autres investisseurs que nous sommes prêts à nous engager.» Avec le fonds Fyrfly, il veut construire des ponts entre la Suisse et la Silicon Valley. Car les investissements iront de plus en plus vers des centres innovants, se spécialisant dans des domaines comme l’intelligence artificielle, l’apprentissage machine ou les technologies de la blockchain. La Crypto Valley à Zoug, par exemple, intéresse vivement Philipp Stauffer. En plus, la Suisse dispose d’un grand vivier de talents avec les EPF et les hautes écoles spécialisées, dit-il. A la fin de l’année, il veut ouvrir un autre fonds, Fyrfly Venture Partners III, avec sa cofondatrice Julie Allegro.",,"Cofondateur et directeur associé de Fyrfly Venture Partners, Silicon Valley",47 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/philippe_stauffer.jpg
